pidstr,created_at,id,text,source,user,reposts_count,comments_count,attitudes_count
源微博,2020-08-25,4541879939243518,“走到底的爱情，不一定是我爱你，而是通过爱你的方式爱自己。”祝各位七夕快乐🌹 所谓爱情，不过是动物性和人性的此消彼长 ,微博 weibo.com,"{'id': 5515318644, 'screen_name': '看理想vistopia', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.512.512.180/0061fIkkly8fnt4zg3d5lj30e80e8glm.jpg?KID=imgbed,tva&Expires=1604852838&ssig=vNu5%2Bb7dal', 'profile_url': 'https://m.weibo.cn/u/5515318644?uid=5515318644&luicode=10000011&lfid=2304135515318644_-_WEIBO_SECOND_PROFILE_WEIBO', 'statuses_count': 11379, 'verified': True, 'verified_type': 3, 'verified_type_ext': 0, 'verified_reason': '《看理想》栏目官方微博', 'close_blue_v': False, 'description': '商业合作请咨询zhengjr@vistopia.com.cn', 'gender': 'm', 'mbtype': 12, 'urank': 44, 'mbrank': 6, 'follow_me': False, 'following': False, 'followers_count': 2560854, 'follow_count': 629, 'cover_image_phone': 'https://wx2.sinaimg.cn/crop.0.0.640.640.640/0061fIkkly1fwkaf76nrsj30yi0yi45g.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/0061fIkkly8fnt4zg3d5lj30e80e8glm.jpg', 'like': False, 'like_me': False, 'badge': {'dzwbqlx_2016': 1, 'follow_whitelist_video': 1, 'user_name_certificate': 1, 'qixi_2018': 1, 'hongrenjie_2019': 1, 'hongbao_2020': 2}}",1103,75,1160
4541879939243518,2020-11-07,4568727608105324,转发微博,nova4e 3200W立体美颜,"{'id': 2911855157, 'screen_name': '橘子家的树an', 'profile_image_url': 'https://tvax3.sinaimg.cn/crop.0.0.996.996.180/ad8f6235ly8ghv6womn49j20ro0rogop.jpg?KID=imgbed,tva&Expires=1604852860&ssig=5pun1MpqCK', 'profile_url': 'https://m.weibo.cn/u/2911855157?uid=2911855157', 'statuses_count': 389, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '希望就在云后面', 'gender': 'f', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 152, 'follow_count': 353, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx3.sinaimg.cn/orj480/ad8f6235ly8ghv6womn49j20ro0rogop.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'user_name_certificate': 1, 'hongbao_2020': 2}}",0,0,0
4541897224498705,2020-11-07,4568593474524958,走到底的爱情，不一定是我爱你，而是通过爱你的方式爱自己//@姚晨: 写的太好太好了。@看电影阿郎,360安全浏览器,"{'id': 1589896305, 'screen_name': '苦战必胜', 'profile_image_url': 'https://tva4.sinaimg.cn/crop.0.0.180.180.180/5ec3e471jw1e8qgp5bmzyj2050050aa8.jpg?KID=imgbed,tva&Expires=1604852860&ssig=AMh1798GKg', 'profile_url': 'https://m.weibo.cn/u/1589896305?uid=1589896305', 'statuses_count': 1958, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '人间正道是沧桑', 'gender': 'f', 'mbtype': 0, 'urank': 14, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 158, 'follow_count': 531, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww4.sinaimg.cn/orj480/5ec3e471jw1e8qgp5bmzyj2050050aa8.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'wenchuan_10th': 1, 'national_day_2018': 1}}",0,0,0
4541897224498705,2020-11-07,4568498938052725,转发微博,HUAWEI P30 Pro,"{'id': 5829569244, 'screen_name': '爱在清晨阳光下', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.996.996.180/006mwhgoly8gd7p672sy5j30ro0rote1.jpg?KID=imgbed,tva&Expires=1604852860&ssig=F5saa6kElI', 'profile_url': 'https://m.weibo.cn/u/5829569244?uid=5829569244', 'statuses_count': 775, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '爱在当下 物为所用', 'gender': 'f', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 96, 'follow_count': 71, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/006mwhgoly8gd7p672sy5j30ro0rote1.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'super_star_2017': 1, 'travel_2017': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'hongbaofei_2019': 1, 'china_2019': 1}}",0,0,0
4541879939243518,2020-11-05,4567946867509669,转发,iPhone客户端,"{'id': 7391043451, 'screen_name': '一只蚂蚁卡', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.996.996.180/0084c42fly8gbt1cb092aj30ro0romzr.jpg?KID=imgbed,tva&Expires=1604852860&ssig=BxJIPBnuFO', 'profile_url': 'https://m.weibo.cn/u/7391043451?uid=7391043451', 'statuses_count': 25, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '好好生活，浪漫至死', 'gender': 'f', 'mbtype': 0, 'urank': 0, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 2, 'follow_count': 13, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/0084c42fly8gbt1cb092aj30ro0romzr.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1}}",0,0,0
4541879939243518,2020-11-04,4567468113396774,写得好,iPhone客户端,"{'id': 5170719049, 'screen_name': '甘璐璐33', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/005DVOelly8gka2ixw7ztj30u00u076k.jpg?KID=imgbed,tva&Expires=1604852860&ssig=4AUAF5j9RE', 'profile_url': 'https://m.weibo.cn/u/5170719049?uid=5170719049', 'statuses_count': 23, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '', 'gender': 'f', 'mbtype': 2, 'urank': 27, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 136, 'follow_count': 85, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/005DVOelly8gka2ixw7ztj30u00u076k.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'hongbao_2020': 2}}",0,0,0
4541879939243518,2020-11-03,4567097830546258,写的确实好,Android,"{'id': 6866787893, 'screen_name': '蛋尔文', 'profile_image_url': 'https://tvax4.sinaimg.cn/crop.0.0.1008.1008.180/007uIldrly8gjyv3qjno2j30s00s03zx.jpg?KID=imgbed,tva&Expires=1604852860&ssig=2fA%2BmsPVYT', 'profile_url': 'https://m.weibo.cn/u/6866787893?uid=6866787893', 'statuses_count': 904, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': ""I'm 50% sweetheart, 49% bitch."", 'gender': 'f', 'mbtype': 2, 'urank': 4, 'mbrank': 2, 'follow_me': False, 'following': False, 'followers_count': 48, 'follow_count': 538, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/9d44112bjw1f1xl1c10tuj20hs0hs0tw.jpg', 'avatar_hd': 'https://wx4.sinaimg.cn/orj480/007uIldrly8gjyv3qjno2j30s00s03zx.jpg', 'like': False, 'like_me': False, 'badge': {'status_visible': 1, 'hongbao_2020': 3, 'feiyan_2020': 1, 'dailv_2020': 1, 'hongrenjie_2020': 1, 'china_2020': 1}}",0,0,0
4541879939243518,2020-11-02,4566752271536758,Repost,iPhone XR,"{'id': 6175328212, 'screen_name': 'ssysyrxiy6175328212', 'profile_image_url': 'https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006JV2XWly8g9ogfazeccj30u00u0jso.jpg?KID=imgbed,tva&Expires=1604852860&ssig=YNdkSVMeqJ', 'profile_url': 'https://m.weibo.cn/u/6175328212?uid=6175328212', 'statuses_count': 202, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': 'Hi there', 'gender': 'f', 'mbtype': 11, 'urank': 4, 'mbrank': 1, 'follow_me': False, 'following': False, 'followers_count': 52, 'follow_count': 361, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/638f41a8jw1evvdr5m9nmj20hs0hsjw8.jpg', 'avatar_hd': 'https://wx1.sinaimg.cn/orj480/006JV2XWly8g9ogfazeccj30u00u0jso.jpg', 'like': False, 'like_me': False, 'badge': {'user_name_certificate': 1, 'dailv_2018': 7, 'hongbao_2020': 2, 'dailv_2020': 1}}",0,0,0
4541879939243518,2020-11-01,4566263722149998,转发微博,HUAWEI Mate 20 X,"{'id': 2667760831, 'screen_name': '生如如花灿烂的日子', 'profile_image_url': 'https://tva2.sinaimg.cn/crop.0.0.996.996.180/9f02ccbfjw8f798a7l8jbj20ro0roq4h.jpg?KID=imgbed,tva&Expires=1604852860&ssig=9tuGyNm1Id', 'profile_url': 'https://m.weibo.cn/u/2667760831?uid=2667760831', 'statuses_count': 742, 'verified': False, 'verified_type': -1, 'close_blue_v': False, 'description': '在最好的当下，留下最美的自己', 'gender': 'f', 'mbtype': 0, 'urank': 9, 'mbrank': 0, 'follow_me': False, 'following': False, 'followers_count': 134, 'follow_count': 377, 'cover_image_phone': 'https://tva1.sinaimg.cn/crop.0.0.640.640.640/549d0121tw1egm1kjly3jj20hs0hsq4f.jpg', 'avatar_hd': 'https://ww2.sinaimg.cn/orj480/9f02ccbfjw8f798a7l8jbj20ro0roq4h.jpg', 'like': False, 'like_me': False, 'badge': {'unread_pool': 1, 'unread_pool_ext': 1, 'dzwbqlx_2016': 1, 'panda': 1, 'user_name_certificate': 1, 'china_2019': 1, 'hongbao_2020': 2}}",0,0,0
4541879939243518,2020-10-27,4564790364870881,写得真好,iPhone 11 Pro,"{'id': 2149920445, 'screen_name': '志明兄兄兄兄毛', 'profile_image_url': 'https://tvax2.sinaimg.cn/crop.0.0.512.512.180/80252ebdly8gd2nj62mm6j20e80e80tg.jpg?KID=imgbed,tva&Expires=1604852860&ssig=M57jfyI%2BnW', 'profile_url': 'https://m.weibo.cn/u/2149920445?uid=2149920445', 'statuses_count': 745, 'verified': False, 'verified_type': 220, 'close_blue_v': False, 'description': '敢 我有万丈光芒', 'gender': 'f', 'mbtype': 11, 'urank': 38, 'mbrank': 4, 'follow_me': False, 'following': False, 'followers_count': 734, 'follow_count': 585, 'cover_image_phone': 'https://wx1.sinaimg.cn/crop.0.0.640.640.640/80252ebdgy1gbcc0fwms6j20e80e8dgz.jpg', 'avatar_hd': 'https://wx2.sinaimg.cn/orj480/80252ebdly8gd2nj62mm6j20e80e80tg.jpg', 'like': False, 'like_me': False, 'badge': {'bind_taobao': 1, 'unread_pool': 1, 'unread_pool_ext': 1, 'user_name_certificate': 1, 'super_star_2018': 1, 'hongbaofei_2019': 1, 'status_visible': 1, 'hongrenjie_2019': 1, 'wbzy_2019': 1, 'hongbao_2020': 2}}",0,0,1
